compute CDER for magicdata-ramc
CTS-CN-F2F-2019-11-15-9 CDER = 0.259
CTS-CN-F2F-2019-11-15-17 CDER = 0.262
CTS-CN-F2F-2019-11-15-26 CDER = 0.068
CTS-CN-F2F-2019-11-15-27 CDER = 0.115
CTS-CN-F2F-2019-11-15-37 CDER = 0.089
CTS-CN-F2F-2019-11-15-39 CDER = 0.029
CTS-CN-F2F-2019-11-15-45 CDER = 0.135
CTS-CN-F2F-2019-11-15-52 CDER = 0.066
CTS-CN-F2F-2019-11-15-53 CDER = 0.056
CTS-CN-F2F-2019-11-15-56 CDER = 0.094
CTS-CN-F2F-2019-11-15-65 CDER = 0.159
CTS-CN-F2F-2019-11-15-68 CDER = 0.076
CTS-CN-F2F-2019-11-15-73 CDER = 0.000
CTS-CN-F2F-2019-11-15-75 CDER = 0.028
CTS-CN-F2F-2019-11-15-77 CDER = 0.000
CTS-CN-F2F-2019-11-15-81 CDER = 0.183
CTS-CN-F2F-2019-11-15-82 CDER = 0.000
CTS-CN-F2F-2019-11-15-88 CDER = 0.057
CTS-CN-F2F-2019-11-15-91 CDER = 0.180
CTS-CN-F2F-2019-11-15-94 CDER = 0.189
CTS-CN-F2F-2019-11-15-100 CDER = 0.023
CTS-CN-F2F-2019-11-15-101 CDER = 0.131
CTS-CN-F2F-2019-11-15-105 CDER = 0.000
CTS-CN-F2F-2019-11-15-121 CDER = 0.023
CTS-CN-F2F-2019-11-15-123 CDER = 0.059
CTS-CN-F2F-2019-11-15-126 CDER = 0.036
CTS-CN-F2F-2019-11-15-128 CDER = 0.137
CTS-CN-F2F-2019-11-15-135 CDER = 0.114
CTS-CN-F2F-2019-11-15-138 CDER = 0.172
CTS-CN-F2F-2019-11-15-142 CDER = 0.174
CTS-CN-F2F-2019-11-15-144 CDER = 0.511
CTS-CN-F2F-2019-11-15-150 CDER = 0.101
CTS-CN-F2F-2019-11-15-151 CDER = 0.128
CTS-CN-F2F-2019-11-15-153 CDER = 0.154
Avg CDER : 0.125
currently, compute test set in 0.6 threshold mode
CTS-CN-F2F-2019-11-04-387 CDER = 0.220
CTS-CN-F2F-2019-11-11-193 CDER = 0.138
CTS-CN-F2F-2019-11-11-198 CDER = 0.053
CTS-CN-F2F-2019-11-11-390 CDER = 0.139
CTS-CN-F2F-2019-11-11-423 CDER = 0.081
CTS-CN-F2F-2019-11-11-431 CDER = 0.312
CTS-CN-F2F-2019-11-11-716 CDER = 0.096
CTS-CN-F2F-2019-11-15-3 CDER = 0.049
CTS-CN-F2F-2019-11-15-8 CDER = 0.180
CTS-CN-F2F-2019-11-15-9 CDER = 0.204
CTS-CN-F2F-2019-11-15-17 CDER = 0.247
CTS-CN-F2F-2019-11-15-26 CDER = 0.074
CTS-CN-F2F-2019-11-15-27 CDER = 0.118
CTS-CN-F2F-2019-11-15-37 CDER = 0.089
CTS-CN-F2F-2019-11-15-39 CDER = 0.022
CTS-CN-F2F-2019-11-15-45 CDER = 0.133
CTS-CN-F2F-2019-11-15-52 CDER = 0.052
CTS-CN-F2F-2019-11-15-53 CDER = 0.054
CTS-CN-F2F-2019-11-15-56 CDER = 0.079
CTS-CN-F2F-2019-11-15-65 CDER = 0.163
CTS-CN-F2F-2019-11-15-68 CDER = 0.068
CTS-CN-F2F-2019-11-15-73 CDER = 0.000
CTS-CN-F2F-2019-11-15-75 CDER = 0.019
CTS-CN-F2F-2019-11-15-77 CDER = 0.000
CTS-CN-F2F-2019-11-15-81 CDER = 0.159
CTS-CN-F2F-2019-11-15-82 CDER = 0.000
CTS-CN-F2F-2019-11-15-88 CDER = 0.057
CTS-CN-F2F-2019-11-15-91 CDER = 0.173
CTS-CN-F2F-2019-11-15-94 CDER = 0.151
CTS-CN-F2F-2019-11-15-100 CDER = 0.015
CTS-CN-F2F-2019-11-15-101 CDER = 0.122
CTS-CN-F2F-2019-11-15-105 CDER = 0.000
CTS-CN-F2F-2019-11-15-121 CDER = 0.011
CTS-CN-F2F-2019-11-15-123 CDER = 1.004
CTS-CN-F2F-2019-11-15-126 CDER = 0.041
CTS-CN-F2F-2019-11-15-128 CDER = 0.121
CTS-CN-F2F-2019-11-15-135 CDER = 0.121
CTS-CN-F2F-2019-11-15-138 CDER = 0.146
CTS-CN-F2F-2019-11-15-142 CDER = 0.177
CTS-CN-F2F-2019-11-15-144 CDER = 0.471
CTS-CN-F2F-2019-11-15-150 CDER = 0.101
CTS-CN-F2F-2019-11-15-151 CDER = 0.106
CTS-CN-F2F-2019-11-15-153 CDER = 0.154
Avg CDER : 0.133
currently, compute test set in 0.7 threshold mode
CTS-CN-F2F-2019-11-04-387 CDER = 0.183
CTS-CN-F2F-2019-11-11-193 CDER = 0.046
CTS-CN-F2F-2019-11-11-198 CDER = 0.079
CTS-CN-F2F-2019-11-11-390 CDER = 0.134
CTS-CN-F2F-2019-11-11-423 CDER = 0.052
CTS-CN-F2F-2019-11-11-431 CDER = 0.167
CTS-CN-F2F-2019-11-11-716 CDER = 0.077
CTS-CN-F2F-2019-11-15-3 CDER = 0.056
CTS-CN-F2F-2019-11-15-8 CDER = 0.164
CTS-CN-F2F-2019-11-15-9 CDER = 0.170
CTS-CN-F2F-2019-11-15-17 CDER = 0.213
CTS-CN-F2F-2019-11-15-26 CDER = 0.071
CTS-CN-F2F-2019-11-15-27 CDER = 0.095
CTS-CN-F2F-2019-11-15-37 CDER = 0.089
CTS-CN-F2F-2019-11-15-39 CDER = 0.015
CTS-CN-F2F-2019-11-15-45 CDER = 0.130
CTS-CN-F2F-2019-11-15-52 CDER = 0.035
CTS-CN-F2F-2019-11-15-53 CDER = 0.058
CTS-CN-F2F-2019-11-15-56 CDER = 0.073
CTS-CN-F2F-2019-11-15-65 CDER = 0.133
CTS-CN-F2F-2019-11-15-68 CDER = 0.080
CTS-CN-F2F-2019-11-15-73 CDER = 0.000
CTS-CN-F2F-2019-11-15-75 CDER = 0.019
CTS-CN-F2F-2019-11-15-77 CDER = 0.000
CTS-CN-F2F-2019-11-15-81 CDER = 0.127
CTS-CN-F2F-2019-11-15-82 CDER = 0.000
CTS-CN-F2F-2019-11-15-88 CDER = 0.045
CTS-CN-F2F-2019-11-15-91 CDER = 0.173
CTS-CN-F2F-2019-11-15-94 CDER = 0.136
CTS-CN-F2F-2019-11-15-100 CDER = 0.015
CTS-CN-F2F-2019-11-15-101 CDER = 0.101
CTS-CN-F2F-2019-11-15-105 CDER = 0.000
CTS-CN-F2F-2019-11-15-121 CDER = 0.011
Warning: CTS-CN-F2F-2019-11-15-123 is missed!
CTS-CN-F2F-2019-11-15-126 CDER = 0.046
CTS-CN-F2F-2019-11-15-128 CDER = 0.102
CTS-CN-F2F-2019-11-15-135 CDER = 0.129
CTS-CN-F2F-2019-11-15-138 CDER = 0.127
CTS-CN-F2F-2019-11-15-142 CDER = 0.179
CTS-CN-F2F-2019-11-15-144 CDER = 0.414
CTS-CN-F2F-2019-11-15-150 CDER = 0.081
CTS-CN-F2F-2019-11-15-151 CDER = 0.066
CTS-CN-F2F-2019-11-15-153 CDER = 0.138
Avg CDER : Error!
currently, compute test set in 0.8 threshold mode
CTS-CN-F2F-2019-11-04-387 CDER = 0.166
CTS-CN-F2F-2019-11-11-193 CDER = 0.092
CTS-CN-F2F-2019-11-11-198 CDER = 0.066
CTS-CN-F2F-2019-11-11-390 CDER = 0.139
CTS-CN-F2F-2019-11-11-423 CDER = 0.044
CTS-CN-F2F-2019-11-11-431 CDER = 0.146
CTS-CN-F2F-2019-11-11-716 CDER = 0.077
CTS-CN-F2F-2019-11-15-3 CDER = 0.052
CTS-CN-F2F-2019-11-15-8 CDER = 0.213
CTS-CN-F2F-2019-11-15-9 CDER = 0.143
CTS-CN-F2F-2019-11-15-17 CDER = 0.165
CTS-CN-F2F-2019-11-15-26 CDER = 0.065
CTS-CN-F2F-2019-11-15-27 CDER = 0.082
CTS-CN-F2F-2019-11-15-37 CDER = 0.089
CTS-CN-F2F-2019-11-15-39 CDER = 0.022
CTS-CN-F2F-2019-11-15-45 CDER = 0.128
CTS-CN-F2F-2019-11-15-52 CDER = 0.028
CTS-CN-F2F-2019-11-15-53 CDER = 0.050
CTS-CN-F2F-2019-11-15-56 CDER = 0.077
CTS-CN-F2F-2019-11-15-65 CDER = 0.105
CTS-CN-F2F-2019-11-15-68 CDER = 0.076
CTS-CN-F2F-2019-11-15-73 CDER = 0.000
CTS-CN-F2F-2019-11-15-75 CDER = 0.019
CTS-CN-F2F-2019-11-15-77 CDER = 0.000
CTS-CN-F2F-2019-11-15-81 CDER = 0.116
CTS-CN-F2F-2019-11-15-82 CDER = 0.000
CTS-CN-F2F-2019-11-15-88 CDER = 0.051
CTS-CN-F2F-2019-11-15-91 CDER = 0.158
CTS-CN-F2F-2019-11-15-94 CDER = 0.149
CTS-CN-F2F-2019-11-15-100 CDER = 0.015
CTS-CN-F2F-2019-11-15-101 CDER = 0.086
CTS-CN-F2F-2019-11-15-105 CDER = 0.000
CTS-CN-F2F-2019-11-15-121 CDER = 0.000
Warning: CTS-CN-F2F-2019-11-15-123 is missed!
CTS-CN-F2F-2019-11-15-126 CDER = 0.025
CTS-CN-F2F-2019-11-15-128 CDER = 0.099
CTS-CN-F2F-2019-11-15-135 CDER = 0.129
CTS-CN-F2F-2019-11-15-138 CDER = 0.087
CTS-CN-F2F-2019-11-15-142 CDER = 0.165
CTS-CN-F2F-2019-11-15-144 CDER = 0.337
CTS-CN-F2F-2019-11-15-150 CDER = 0.071
CTS-CN-F2F-2019-11-15-151 CDER = 0.080
CTS-CN-F2F-2019-11-15-153 CDER = 0.131
Avg CDER : Error!
